"","Time","cumsum.died","percent.alive","var.level","sim.num","percent.died"
"489",5,22,78,"Higher Infection Tolerance","12 B",22
"490",6,23,77,"Higher Infection Tolerance","12 B",23
"491",7,23,77,"Higher Infection Tolerance","12 B",23
"492",8,23,77,"Higher Infection Tolerance","12 B",23
"493",9,23,77,"Higher Infection Tolerance","12 B",23
"494",10,23,77,"Higher Infection Tolerance","12 B",23
"495",11,23,77,"Higher Infection Tolerance","12 B",23
"496",12,23,77,"Higher Infection Tolerance","12 B",23
"497",13,23,77,"Higher Infection Tolerance","12 B",23
"498",14,23,77,"Higher Infection Tolerance","12 B",23
"499",15,24,76,"Higher Infection Tolerance","12 B",24
"500",16,24,76,"Higher Infection Tolerance","12 B",24
"501",17,24,76,"Higher Infection Tolerance","12 B",24
"502",18,24,76,"Higher Infection Tolerance","12 B",24
"503",19,24,76,"Higher Infection Tolerance","12 B",24
"504",20,24,76,"Higher Infection Tolerance","12 B",24
"505",0,0,100,"Higher Exposure Tolerance","13 A",0
"506",1,4,96,"Higher Exposure Tolerance","13 A",4
"507",2,7,93,"Higher Exposure Tolerance","13 A",7
"508",3,9,91,"Higher Exposure Tolerance","13 A",9
"509",4,14,86,"Higher Exposure Tolerance","13 A",14
"510",5,16,84,"Higher Exposure Tolerance","13 A",16
"511",6,21,79,"Higher Exposure Tolerance","13 A",21
"512",7,25,75,"Higher Exposure Tolerance","13 A",25
"513",8,26,74,"Higher Exposure Tolerance","13 A",26
"514",9,27,73,"Higher Exposure Tolerance","13 A",27
"515",10,29,71,"Higher Exposure Tolerance","13 A",29
"516",11,31,69,"Higher Exposure Tolerance","13 A",31
"517",12,31,69,"Higher Exposure Tolerance","13 A",31
"518",13,32,68,"Higher Exposure Tolerance","13 A",32
"519",14,35,65,"Higher Exposure Tolerance","13 A",35
"520",15,37,63,"Higher Exposure Tolerance","13 A",37
"521",16,38,62,"Higher Exposure Tolerance","13 A",38
"522",17,39,61,"Higher Exposure Tolerance","13 A",39
"523",18,41,59,"Higher Exposure Tolerance","13 A",41
"524",19,41,59,"Higher Exposure Tolerance","13 A",41
"525",20,41,59,"Higher Exposure Tolerance","13 A",41
"526",0,0,100,"Higher Infection Tolerance","13 B",0
"527",1,13,87,"Higher Infection Tolerance","13 B",13
"528",2,14,86,"Higher Infection Tolerance","13 B",14
"529",3,14,86,"Higher Infection Tolerance","13 B",14
"530",4,15,85,"Higher Infection Tolerance","13 B",15
"531",5,16,84,"Higher Infection Tolerance","13 B",16
"532",6,16,84,"Higher Infection Tolerance","13 B",16
"533",7,17,83,"Higher Infection Tolerance","13 B",17
"534",8,17,83,"Higher Infection Tolerance","13 B",17
"535",9,17,83,"Higher Infection Tolerance","13 B",17
"536",10,17,83,"Higher Infection Tolerance","13 B",17
"537",11,19,81,"Higher Infection Tolerance","13 B",19
"538",12,19,81,"Higher Infection Tolerance","13 B",19
"539",13,19,81,"Higher Infection Tolerance","13 B",19
"540",14,19,81,"Higher Infection Tolerance","13 B",19
"541",15,20,80,"Higher Infection Tolerance","13 B",20
"542",16,22,78,"Higher Infection Tolerance","13 B",22
"543",17,22,78,"Higher Infection Tolerance","13 B",22
"544",18,22,78,"Higher Infection Tolerance","13 B",22
"545",19,22,78,"Higher Infection Tolerance","13 B",22
"546",20,22,78,"Higher Infection Tolerance","13 B",22
"547",0,0,100,"Higher Exposure Tolerance","14 A",0
"548",1,2,98,"Higher Exposure Tolerance","14 A",2
"549",2,3,97,"Higher Exposure Tolerance","14 A",3
"550",3,4,96,"Higher Exposure Tolerance","14 A",4
"551",4,5,95,"Higher Exposure Tolerance","14 A",5
"552",5,7,93,"Higher Exposure Tolerance","14 A",7
"553",6,10,90,"Higher Exposure Tolerance","14 A",10
"554",7,13,87,"Higher Exposure Tolerance","14 A",13
"555",8,14,86,"Higher Exposure Tolerance","14 A",14
"556",9,14,86,"Higher Exposure Tolerance","14 A",14
"557",10,18,82,"Higher Exposure Tolerance","14 A",18
"558",11,20,80,"Higher Exposure Tolerance","14 A",20
"559",12,20,80,"Higher Exposure Tolerance","14 A",20
"560",13,22,78,"Higher Exposure Tolerance","14 A",22
"561",14,24,76,"Higher Exposure Tolerance","14 A",24
"562",15,26,74,"Higher Exposure Tolerance","14 A",26
"563",16,29,71,"Higher Exposure Tolerance","14 A",29
"564",17,31,69,"Higher Exposure Tolerance","14 A",31
"565",18,34,66,"Higher Exposure Tolerance","14 A",34
"566",19,36,64,"Higher Exposure Tolerance","14 A",36
"567",20,39,61,"Higher Exposure Tolerance","14 A",39
"568",0,0,100,"Higher Infection Tolerance","14 B",0
"569",1,15,85,"Higher Infection Tolerance","14 B",15
"570",2,15,85,"Higher Infection Tolerance","14 B",15
"571",3,16,84,"Higher Infection Tolerance","14 B",16
"572",4,16,84,"Higher Infection Tolerance","14 B",16
"573",5,19,81,"Higher Infection Tolerance","14 B",19
"574",6,19,81,"Higher Infection Tolerance","14 B",19
"575",7,19,81,"Higher Infection Tolerance","14 B",19
"576",8,19,81,"Higher Infection Tolerance","14 B",19
"577",9,20,80,"Higher Infection Tolerance","14 B",20
"578",10,22,78,"Higher Infection Tolerance","14 B",22
"579",11,22,78,"Higher Infection Tolerance","14 B",22
"580",12,22,78,"Higher Infection Tolerance","14 B",22
"581",13,23,77,"Higher Infection Tolerance","14 B",23
"582",14,23,77,"Higher Infection Tolerance","14 B",23
"583",15,24,76,"Higher Infection Tolerance","14 B",24
"584",16,25,75,"Higher Infection Tolerance","14 B",25
"585",17,26,74,"Higher Infection Tolerance","14 B",26
"586",18,26,74,"Higher Infection Tolerance","14 B",26
"587",19,26,74,"Higher Infection Tolerance","14 B",26
"588",20,26,74,"Higher Infection Tolerance","14 B",26
"589",0,0,100,"Higher Exposure Tolerance","15 A",0
"590",1,1,99,"Higher Exposure Tolerance","15 A",1
"591",2,3,97,"Higher Exposure Tolerance","15 A",3
"592",3,8,92,"Higher Exposure Tolerance","15 A",8
"593",4,12,88,"Higher Exposure Tolerance","15 A",12
"594",5,16,84,"Higher Exposure Tolerance","15 A",16
"595",6,20,80,"Higher Exposure Tolerance","15 A",20
"596",7,21,79,"Higher Exposure Tolerance","15 A",21
"597",8,23,77,"Higher Exposure Tolerance","15 A",23
"598",9,28,72,"Higher Exposure Tolerance","15 A",28
"599",10,29,71,"Higher Exposure Tolerance","15 A",29
"600",11,30,70,"Higher Exposure Tolerance","15 A",30
"601",12,30,70,"Higher Exposure Tolerance","15 A",30
"602",13,33,67,"Higher Exposure Tolerance","15 A",33
"603",14,34,66,"Higher Exposure Tolerance","15 A",34
"604",15,36,64,"Higher Exposure Tolerance","15 A",36
"605",16,39,61,"Higher Exposure Tolerance","15 A",39
"606",17,42,58,"Higher Exposure Tolerance","15 A",42
"607",18,42,58,"Higher Exposure Tolerance","15 A",42
"608",19,43,57,"Higher Exposure Tolerance","15 A",43
"609",20,44,56,"Higher Exposure Tolerance","15 A",44
"610",0,0,100,"Higher Infection Tolerance","15 B",0
"611",1,10,90,"Higher Infection Tolerance","15 B",10
"612",2,11,89,"Higher Infection Tolerance","15 B",11
"613",3,12,88,"Higher Infection Tolerance","15 B",12
"614",4,13,87,"Higher Infection Tolerance","15 B",13
"615",5,13,87,"Higher Infection Tolerance","15 B",13
"616",6,13,87,"Higher Infection Tolerance","15 B",13
"617",7,13,87,"Higher Infection Tolerance","15 B",13
"618",8,13,87,"Higher Infection Tolerance","15 B",13
"619",9,13,87,"Higher Infection Tolerance","15 B",13
"620",10,13,87,"Higher Infection Tolerance","15 B",13
"621",11,13,87,"Higher Infection Tolerance","15 B",13
"622",12,14,86,"Higher Infection Tolerance","15 B",14
"623",13,15,85,"Higher Infection Tolerance","15 B",15
"624",14,16,84,"Higher Infection Tolerance","15 B",16
"625",15,16,84,"Higher Infection Tolerance","15 B",16
"626",16,17,83,"Higher Infection Tolerance","15 B",17
"627",17,17,83,"Higher Infection Tolerance","15 B",17
"628",18,17,83,"Higher Infection Tolerance","15 B",17
"629",19,17,83,"Higher Infection Tolerance","15 B",17
"630",20,19,81,"Higher Infection Tolerance","15 B",19
"631",0,0,100,"Higher Exposure Tolerance","16 A",0
"632",1,2,98,"Higher Exposure Tolerance","16 A",2
"633",2,3,97,"Higher Exposure Tolerance","16 A",3
"634",3,6,94,"Higher Exposure Tolerance","16 A",6
"635",4,10,90,"Higher Exposure Tolerance","16 A",10
"636",5,11,89,"Higher Exposure Tolerance","16 A",11
"637",6,11,89,"Higher Exposure Tolerance","16 A",11
"638",7,11,89,"Higher Exposure Tolerance","16 A",11
"639",8,18,82,"Higher Exposure Tolerance","16 A",18
"640",9,20,80,"Higher Exposure Tolerance","16 A",20
"641",10,25,75,"Higher Exposure Tolerance","16 A",25
"642",11,27,73,"Higher Exposure Tolerance","16 A",27
"643",12,29,71,"Higher Exposure Tolerance","16 A",29
"644",13,31,69,"Higher Exposure Tolerance","16 A",31
"645",14,32,68,"Higher Exposure Tolerance","16 A",32
"646",15,32,68,"Higher Exposure Tolerance","16 A",32
"647",16,36,64,"Higher Exposure Tolerance","16 A",36
"648",17,37,63,"Higher Exposure Tolerance","16 A",37
"649",18,38,62,"Higher Exposure Tolerance","16 A",38
"650",19,38,62,"Higher Exposure Tolerance","16 A",38
"651",20,39,61,"Higher Exposure Tolerance","16 A",39
"652",0,0,100,"Higher Infection Tolerance","16 B",0
"653",1,21,79,"Higher Infection Tolerance","16 B",21
"654",2,22,78,"Higher Infection Tolerance","16 B",22
"655",3,22,78,"Higher Infection Tolerance","16 B",22
"656",4,23,77,"Higher Infection Tolerance","16 B",23
"657",5,26,74,"Higher Infection Tolerance","16 B",26
"658",6,26,74,"Higher Infection Tolerance","16 B",26
"659",7,26,74,"Higher Infection Tolerance","16 B",26
"660",8,27,73,"Higher Infection Tolerance","16 B",27
"661",9,27,73,"Higher Infection Tolerance","16 B",27
"662",10,27,73,"Higher Infection Tolerance","16 B",27
"663",11,28,72,"Higher Infection Tolerance","16 B",28
"664",12,28,72,"Higher Infection Tolerance","16 B",28
"665",13,29,71,"Higher Infection Tolerance","16 B",29
"666",14,29,71,"Higher Infection Tolerance","16 B",29
"667",15,29,71,"Higher Infection Tolerance","16 B",29
"668",16,29,71,"Higher Infection Tolerance","16 B",29
"669",17,29,71,"Higher Infection Tolerance","16 B",29
"670",18,29,71,"Higher Infection Tolerance","16 B",29
"671",19,29,71,"Higher Infection Tolerance","16 B",29
"672",20,29,71,"Higher Infection Tolerance","16 B",29
"673",0,0,100,"Higher Exposure Tolerance","17 A",0
"674",1,5,95,"Higher Exposure Tolerance","17 A",5
"675",2,10,90,"Higher Exposure Tolerance","17 A",10
"676",3,16,84,"Higher Exposure Tolerance","17 A",16
"677",4,22,78,"Higher Exposure Tolerance","17 A",22
"678",5,25,75,"Higher Exposure Tolerance","17 A",25
"679",6,30,70,"Higher Exposure Tolerance","17 A",30
"680",7,32,68,"Higher Exposure Tolerance","17 A",32
"681",8,34,66,"Higher Exposure Tolerance","17 A",34
"682",9,36,64,"Higher Exposure Tolerance","17 A",36
"683",10,38,62,"Higher Exposure Tolerance","17 A",38
"684",11,40,60,"Higher Exposure Tolerance","17 A",40
"685",12,42,58,"Higher Exposure Tolerance","17 A",42
"686",13,44,56,"Higher Exposure Tolerance","17 A",44
"687",14,45,55,"Higher Exposure Tolerance","17 A",45
"688",15,46,54,"Higher Exposure Tolerance","17 A",46
"689",16,49,51,"Higher Exposure Tolerance","17 A",49
"690",17,49,51,"Higher Exposure Tolerance","17 A",49
"691",18,51,49,"Higher Exposure Tolerance","17 A",51
"692",19,52,48,"Higher Exposure Tolerance","17 A",52
"693",20,52,48,"Higher Exposure Tolerance","17 A",52
"694",0,0,100,"Higher Infection Tolerance","17 B",0
"695",1,14,86,"Higher Infection Tolerance","17 B",14
"696",2,15,85,"Higher Infection Tolerance","17 B",15
"697",3,15,85,"Higher Infection Tolerance","17 B",15
"698",4,15,85,"Higher Infection Tolerance","17 B",15
"699",5,15,85,"Higher Infection Tolerance","17 B",15
"700",6,16,84,"Higher Infection Tolerance","17 B",16
"701",7,17,83,"Higher Infection Tolerance","17 B",17
"702",8,17,83,"Higher Infection Tolerance","17 B",17
"703",9,18,82,"Higher Infection Tolerance","17 B",18
"704",10,20,80,"Higher Infection Tolerance","17 B",20
"705",11,21,79,"Higher Infection Tolerance","17 B",21
"706",12,22,78,"Higher Infection Tolerance","17 B",22
"707",13,22,78,"Higher Infection Tolerance","17 B",22
"708",14,22,78,"Higher Infection Tolerance","17 B",22
"709",15,22,78,"Higher Infection Tolerance","17 B",22
"710",16,22,78,"Higher Infection Tolerance","17 B",22
"711",17,23,77,"Higher Infection Tolerance","17 B",23
"712",18,23,77,"Higher Infection Tolerance","17 B",23
"713",19,23,77,"Higher Infection Tolerance","17 B",23
"714",20,24,76,"Higher Infection Tolerance","17 B",24
"715",0,0,100,"Higher Exposure Tolerance","18 A",0
"716",1,5,95,"Higher Exposure Tolerance","18 A",5
"717",2,8,92,"Higher Exposure Tolerance","18 A",8
"718",3,8,92,"Higher Exposure Tolerance","18 A",8
"719",4,13,87,"Higher Exposure Tolerance","18 A",13
"720",5,17,83,"Higher Exposure Tolerance","18 A",17
"721",6,21,79,"Higher Exposure Tolerance","18 A",21
"722",7,24,76,"Higher Exposure Tolerance","18 A",24
"723",8,26,74,"Higher Exposure Tolerance","18 A",26
"724",9,28,72,"Higher Exposure Tolerance","18 A",28
"725",10,33,67,"Higher Exposure Tolerance","18 A",33
"726",11,35,65,"Higher Exposure Tolerance","18 A",35
"727",12,38,62,"Higher Exposure Tolerance","18 A",38
"728",13,39,61,"Higher Exposure Tolerance","18 A",39
"729",14,40,60,"Higher Exposure Tolerance","18 A",40
"730",15,41,59,"Higher Exposure Tolerance","18 A",41
"731",16,42,58,"Higher Exposure Tolerance","18 A",42
"732",17,44,56,"Higher Exposure Tolerance","18 A",44
"733",18,47,53,"Higher Exposure Tolerance","18 A",47
"734",19,49,51,"Higher Exposure Tolerance","18 A",49
"735",20,53,47,"Higher Exposure Tolerance","18 A",53
"736",0,0,100,"Higher Infection Tolerance","18 B",0
"737",1,18,82,"Higher Infection Tolerance","18 B",18
"738",2,18,82,"Higher Infection Tolerance","18 B",18
"739",3,19,81,"Higher Infection Tolerance","18 B",19
"740",4,21,79,"Higher Infection Tolerance","18 B",21
"741",5,21,79,"Higher Infection Tolerance","18 B",21
"742",6,22,78,"Higher Infection Tolerance","18 B",22
"743",7,23,77,"Higher Infection Tolerance","18 B",23
"744",8,23,77,"Higher Infection Tolerance","18 B",23
"745",9,24,76,"Higher Infection Tolerance","18 B",24
"746",10,24,76,"Higher Infection Tolerance","18 B",24
"747",11,25,75,"Higher Infection Tolerance","18 B",25
"748",12,25,75,"Higher Infection Tolerance","18 B",25
"749",13,25,75,"Higher Infection Tolerance","18 B",25
"750",14,26,74,"Higher Infection Tolerance","18 B",26
"751",15,28,72,"Higher Infection Tolerance","18 B",28
"752",16,28,72,"Higher Infection Tolerance","18 B",28
"753",17,29,71,"Higher Infection Tolerance","18 B",29
"754",18,30,70,"Higher Infection Tolerance","18 B",30
"755",19,30,70,"Higher Infection Tolerance","18 B",30
"756",20,31,69,"Higher Infection Tolerance","18 B",31
"757",0,0,100,"Higher Exposure Tolerance","19 A",0
"758",1,5,95,"Higher Exposure Tolerance","19 A",5
"759",2,7,93,"Higher Exposure Tolerance","19 A",7
"760",3,10,90,"Higher Exposure Tolerance","19 A",10
"761",4,12,88,"Higher Exposure Tolerance","19 A",12
"762",5,14,86,"Higher Exposure Tolerance","19 A",14
"763",6,15,85,"Higher Exposure Tolerance","19 A",15
"764",7,20,80,"Higher Exposure Tolerance","19 A",20
"765",8,24,76,"Higher Exposure Tolerance","19 A",24
"766",9,24,76,"Higher Exposure Tolerance","19 A",24
"767",10,28,72,"Higher Exposure Tolerance","19 A",28
"768",11,31,69,"Higher Exposure Tolerance","19 A",31
"769",12,32,68,"Higher Exposure Tolerance","19 A",32
"770",13,33,67,"Higher Exposure Tolerance","19 A",33
"771",14,34,66,"Higher Exposure Tolerance","19 A",34
"772",15,36,64,"Higher Exposure Tolerance","19 A",36
"773",16,38,62,"Higher Exposure Tolerance","19 A",38
"774",17,39,61,"Higher Exposure Tolerance","19 A",39
"775",18,40,60,"Higher Exposure Tolerance","19 A",40
"776",19,42,58,"Higher Exposure Tolerance","19 A",42
"777",20,42,58,"Higher Exposure Tolerance","19 A",42
"778",0,0,100,"Higher Infection Tolerance","19 B",0
"779",1,18,82,"Higher Infection Tolerance","19 B",18
"780",2,19,81,"Higher Infection Tolerance","19 B",19
"781",3,21,79,"Higher Infection Tolerance","19 B",21
"782",4,21,79,"Higher Infection Tolerance","19 B",21
"783",5,21,79,"Higher Infection Tolerance","19 B",21
"784",6,22,78,"Higher Infection Tolerance","19 B",22
"785",7,23,77,"Higher Infection Tolerance","19 B",23
"786",8,25,75,"Higher Infection Tolerance","19 B",25
"787",9,25,75,"Higher Infection Tolerance","19 B",25
"788",10,26,74,"Higher Infection Tolerance","19 B",26
"789",11,27,73,"Higher Infection Tolerance","19 B",27
"790",12,28,72,"Higher Infection Tolerance","19 B",28
"791",13,29,71,"Higher Infection Tolerance","19 B",29
"792",14,30,70,"Higher Infection Tolerance","19 B",30
"793",15,31,69,"Higher Infection Tolerance","19 B",31
"794",16,31,69,"Higher Infection Tolerance","19 B",31
"795",17,32,68,"Higher Infection Tolerance","19 B",32
"796",18,33,67,"Higher Infection Tolerance","19 B",33
"797",19,33,67,"Higher Infection Tolerance","19 B",33
"798",20,33,67,"Higher Infection Tolerance","19 B",33
"799",0,0,100,"Higher Exposure Tolerance","20 A",0
"800",1,2,98,"Higher Exposure Tolerance","20 A",2
"801",2,4,96,"Higher Exposure Tolerance","20 A",4
"802",3,9,91,"Higher Exposure Tolerance","20 A",9
"803",4,11,89,"Higher Exposure Tolerance","20 A",11
"804",5,17,83,"Higher Exposure Tolerance","20 A",17
"805",6,18,82,"Higher Exposure Tolerance","20 A",18
"806",7,18,82,"Higher Exposure Tolerance","20 A",18
"807",8,21,79,"Higher Exposure Tolerance","20 A",21
"808",9,24,76,"Higher Exposure Tolerance","20 A",24
"809",10,26,74,"Higher Exposure Tolerance","20 A",26
"810",11,27,73,"Higher Exposure Tolerance","20 A",27
"811",12,31,69,"Higher Exposure Tolerance","20 A",31
"812",13,31,69,"Higher Exposure Tolerance","20 A",31
"813",14,32,68,"Higher Exposure Tolerance","20 A",32
"814",15,33,67,"Higher Exposure Tolerance","20 A",33
"815",16,34,66,"Higher Exposure Tolerance","20 A",34
"816",17,36,64,"Higher Exposure Tolerance","20 A",36
"817",18,38,62,"Higher Exposure Tolerance","20 A",38
"818",19,39,61,"Higher Exposure Tolerance","20 A",39
"819",20,39,61,"Higher Exposure Tolerance","20 A",39
"820",0,0,100,"Higher Infection Tolerance","20 B",0
"821",1,17,83,"Higher Infection Tolerance","20 B",17
"822",2,17,83,"Higher Infection Tolerance","20 B",17
"823",3,17,83,"Higher Infection Tolerance","20 B",17
"824",4,20,80,"Higher Infection Tolerance","20 B",20
"825",5,20,80,"Higher Infection Tolerance","20 B",20
"826",6,20,80,"Higher Infection Tolerance","20 B",20
"827",7,20,80,"Higher Infection Tolerance","20 B",20
"828",8,20,80,"Higher Infection Tolerance","20 B",20
"829",9,21,79,"Higher Infection Tolerance","20 B",21
"830",10,21,79,"Higher Infection Tolerance","20 B",21
"831",11,21,79,"Higher Infection Tolerance","20 B",21
"832",12,21,79,"Higher Infection Tolerance","20 B",21
"833",13,21,79,"Higher Infection Tolerance","20 B",21
"834",14,22,78,"Higher Infection Tolerance","20 B",22
"835",15,24,76,"Higher Infection Tolerance","20 B",24
"836",16,24,76,"Higher Infection Tolerance","20 B",24
"837",17,26,74,"Higher Infection Tolerance","20 B",26
"838",18,26,74,"Higher Infection Tolerance","20 B",26
"839",19,26,74,"Higher Infection Tolerance","20 B",26
"840",20,27,73,"Higher Infection Tolerance","20 B",27
"841",0,0,100,"Higher Exposure Tolerance","21 A",0
"842",1,3,97,"Higher Exposure Tolerance","21 A",3
"843",2,5,95,"Higher Exposure Tolerance","21 A",5
"844",3,8,92,"Higher Exposure Tolerance","21 A",8
