"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind872",30,180,30,15,2,0,0,1,0,0,20,2,1,"Higher Clearance","2","2","no"
"ind882",30,180,30,13,2,0,0,1,0,0,20,2,2,"Higher Clearance","2","2","no"
"ind892",30,180,30,14,4,0,0,1,0,0,20,4,3,"Higher Clearance","2","2","no"
"ind902",30,180,29,13,2,0,0,1,0,0,20,2,2,"Higher Clearance","2","2","no"
"ind913",30,180,30,12,0,0,0,1,0,0,20,0,0,"Higher Clearance","2","2","no"
"ind922",30,180,29,10,2,0,0,0,0,0,20,2,2,"Higher Clearance","2","2","no"
"ind932",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","2","2","no"
"ind942",30,180,30,18,2,0,0,0,0,0,20,2,1,"Higher Clearance","2","2","no"
"ind952",30,180,30,15,3,0,0,0,0,0,20,3,3,"Higher Clearance","2","2","no"
"ind962",30,180,29,11,5,0,0,0,0,0,20,5,3,"Higher Clearance","2","2","no"
"ind972",30,180,30,20,1,0,0,0,0,0,20,1,1,"Higher Clearance","2","2","no"
"ind982",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","2","2","no"
"ind992",30,180,30,18,3,0,0,0,0,0,20,3,3,"Higher Clearance","2","2","no"
"ind1002",30,180,30,18,1,0,0,1,0,0,20,1,1,"Higher Clearance","2","2","no"
"ind1101",30,180,30,8,6,0,0,1,0,0,20,6,6,"Higher Infection Resistance","2","2","no"
"ind2101",30,180,30,20,15,0,0,0,0,0,20,15,15,"Higher Infection Resistance","2","2","no"
"ind3101",30,180,30,13,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","2","2","no"
"ind4101",30,180,29,16,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind5101",30,180,30,10,0,0,0,0,5,10,20,10,8,"Higher Infection Resistance","2","2","no"
"ind6101",30,180,29,18,16,0,0,0,0,0,20,16,16,"Higher Infection Resistance","2","2","no"
"ind7101",30,180,29,17,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","2","2","no"
"ind8101",30,180,30,9,9,0,0,0,0,0,20,9,7,"Higher Infection Resistance","2","2","no"
"ind9101",30,180,30,16,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","2","2","no"
"ind1011",30,180,30,19,17,0,0,0,0,0,20,17,16,"Higher Infection Resistance","2","2","no"
"ind1111",30,180,30,9,8,0,0,0,0,0,20,8,8,"Higher Infection Resistance","2","2","no"
"ind1211",30,180,30,16,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","2","2","no"
"ind1311",30,180,30,18,16,0,0,0,0,0,20,16,14,"Higher Infection Resistance","2","2","no"
"ind1411",30,180,29,17,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind1511",30,180,30,13,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","2","2","no"
"ind1611",30,180,29,8,7,0,0,0,0,0,20,7,4,"Higher Infection Resistance","2","2","no"
"ind1711",30,180,30,11,10,0,0,0,0,0,20,10,8,"Higher Infection Resistance","2","2","no"
"ind1811",30,180,30,14,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","2","2","no"
"ind1911",30,180,30,18,0,0,0,0,15,17,20,17,17,"Higher Infection Resistance","2","2","no"
"ind2011",30,180,30,19,0,0,0,0,8,19,20,19,17,"Higher Infection Resistance","2","2","no"
"ind2111",30,180,30,12,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","2","2","no"
"ind2211",30,180,30,18,0,0,0,0,15,16,20,16,15,"Higher Infection Resistance","2","2","no"
"ind2311",30,180,30,13,8,0,0,0,0,0,20,8,7,"Higher Infection Resistance","2","2","no"
"ind2411",30,180,30,11,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","2","2","no"
"ind2511",30,180,30,16,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind2611",30,180,30,17,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","2","2","no"
"ind2711",30,180,30,16,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","2","2","no"
"ind2811",30,180,30,16,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","2","2","no"
"ind2911",30,180,29,17,0,0,0,0,14,16,20,16,14,"Higher Infection Resistance","2","2","no"
"ind3011",30,180,30,21,20,0,0,1,0,0,20,20,18,"Higher Infection Resistance","2","2","no"
"ind3111",30,180,29,17,17,0,0,0,0,0,20,17,15,"Higher Infection Resistance","2","2","no"
"ind3211",30,180,30,13,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","2","2","no"
"ind3311",30,180,28,14,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind3411",30,180,30,14,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","2","2","no"
"ind3511",30,180,30,14,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","2","2","no"
"ind3611",30,180,30,15,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","2","2","no"
"ind3711",30,180,30,15,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind3811",30,180,30,17,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind3911",30,180,30,16,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind4011",30,180,30,18,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","2","2","no"
"ind4111",30,180,30,17,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind4211",30,180,30,12,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","2","2","no"
"ind4311",30,180,29,12,0,0,0,0,4,11,20,11,10,"Higher Infection Resistance","2","2","no"
"ind4411",30,180,30,15,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","2","2","no"
"ind4511",30,180,29,16,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","2","2","no"
"ind4611",30,180,30,13,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","2","2","no"
"ind4711",30,180,30,16,0,0,0,0,11,15,20,15,12,"Higher Infection Resistance","2","2","no"
"ind4811",30,180,30,11,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","2","2","no"
"ind4911",30,180,29,13,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind5011",30,180,30,18,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","2","2","no"
"ind5111",30,180,30,14,9,0,0,0,0,0,20,9,7,"Higher Infection Resistance","2","2","no"
"ind5211",30,180,30,14,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind5311",30,180,30,17,15,0,0,0,0,0,20,15,12,"Higher Infection Resistance","2","2","no"
"ind5411",30,180,30,18,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","2","2","no"
"ind5511",30,180,30,15,13,0,0,1,0,0,20,13,12,"Higher Infection Resistance","2","2","no"
"ind5611",30,180,30,12,9,0,0,0,0,0,20,9,8,"Higher Infection Resistance","2","2","no"
"ind5711",30,180,30,15,13,0,0,0,0,0,20,13,10,"Higher Infection Resistance","2","2","no"
"ind5811",30,180,29,21,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","2","2","no"
"ind5911",30,180,30,13,0,0,0,0,3,13,20,13,9,"Higher Infection Resistance","2","2","no"
"ind6011",30,180,30,16,13,0,0,2,0,0,20,13,13,"Higher Infection Resistance","2","2","no"
"ind6111",30,180,30,14,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","2","2","no"
"ind6211",30,180,30,19,18,0,0,1,0,0,20,18,17,"Higher Infection Resistance","2","2","no"
"ind6311",30,180,30,19,14,0,0,1,0,0,20,14,12,"Higher Infection Resistance","2","2","no"
"ind6411",30,180,30,17,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","2","2","no"
"ind6511",30,180,30,13,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","2","2","no"
"ind6611",30,180,30,13,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","2","2","no"
"ind6711",30,180,29,12,9,0,0,0,0,0,20,9,8,"Higher Infection Resistance","2","2","no"
"ind6811",30,180,29,22,20,0,0,0,0,0,20,20,16,"Higher Infection Resistance","2","2","no"
"ind6911",30,180,30,17,15,0,0,0,0,0,20,15,15,"Higher Infection Resistance","2","2","no"
"ind7011",30,180,30,11,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","2","2","no"
"ind7111",30,180,30,14,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind7211",30,180,30,16,14,0,0,1,0,0,20,14,11,"Higher Infection Resistance","2","2","no"
"ind7311",30,180,30,17,15,0,0,0,0,0,20,15,15,"Higher Infection Resistance","2","2","no"
"ind7411",30,180,29,13,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","2","2","no"
"ind7511",30,180,29,11,9,0,0,0,0,0,20,9,9,"Higher Infection Resistance","2","2","no"
"ind7611",30,180,30,20,18,0,0,0,0,0,20,18,18,"Higher Infection Resistance","2","2","no"
"ind7711",30,180,30,17,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","2","2","no"
"ind7811",30,180,30,19,0,0,0,0,4,19,20,19,17,"Higher Infection Resistance","2","2","no"
"ind7911",30,180,30,15,14,0,0,0,0,0,20,14,14,"Higher Infection Resistance","2","2","no"
"ind8011",30,180,30,12,10,0,0,0,0,0,20,10,8,"Higher Infection Resistance","2","2","no"
"ind8111",30,180,30,23,0,0,0,0,4,23,20,23,20,"Higher Infection Resistance","2","2","no"
"ind8211",30,180,30,19,18,0,0,0,0,0,20,18,17,"Higher Infection Resistance","2","2","no"
"ind8311",30,180,30,18,17,0,0,0,0,0,20,17,17,"Higher Infection Resistance","2","2","no"
"ind8411",30,180,30,11,6,0,0,0,0,0,20,6,6,"Higher Infection Resistance","2","2","no"
"ind8511",30,180,30,17,16,0,0,0,0,0,20,16,13,"Higher Infection Resistance","2","2","no"
"ind8611",30,180,30,16,0,0,0,0,12,16,20,16,15,"Higher Infection Resistance","2","2","no"
"ind8711",30,180,29,12,11,0,0,0,0,0,20,11,8,"Higher Infection Resistance","2","2","no"
"ind8811",30,180,30,15,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","2","2","no"
"ind8911",30,180,30,10,7,0,0,0,0,0,20,7,6,"Higher Infection Resistance","2","2","no"
"ind9011",30,180,30,16,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","2","2","no"
"ind9111",30,180,30,15,0,0,0,0,9,14,20,14,13,"Higher Infection Resistance","2","2","no"
"ind9211",30,180,30,14,0,0,0,0,11,13,20,13,13,"Higher Infection Resistance","2","2","no"
"ind9311",30,180,30,13,12,0,0,0,0,0,20,12,10,"Higher Infection Resistance","2","2","no"
"ind9411",30,180,29,15,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","2","2","no"
"ind9511",30,180,29,14,12,0,0,0,0,0,20,12,12,"Higher Infection Resistance","2","2","no"
"ind9611",30,180,30,15,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","2","2","no"
"ind9711",30,180,30,16,14,0,0,0,0,0,20,14,13,"Higher Infection Resistance","2","2","no"
"ind9811",30,180,29,15,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","2","2","no"
"ind9911",30,180,30,11,8,0,0,0,0,0,20,8,8,"Higher Infection Resistance","2","2","no"
"ind10011",30,180,30,13,11,0,0,0,0,0,20,11,8,"Higher Infection Resistance","2","2","no"
"ind114",30,180,30,11,2,0,0,1,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind214",30,180,30,18,3,0,0,0,0,0,20,3,2,"Higher Clearance","3","3","no"
"ind314",30,180,30,14,2,0,0,0,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind414",30,180,30,15,0,0,0,0,16,2,20,2,2,"Higher Clearance","3","3","no"
"ind514",30,180,30,15,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind614",30,180,30,8,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind714",30,180,30,18,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind814",30,180,29,18,2,0,0,1,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind914",30,180,30,13,3,0,0,0,0,0,20,3,2,"Higher Clearance","3","3","no"
"ind103",30,180,29,11,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind115",30,180,30,17,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind123",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind133",30,180,29,16,1,0,0,1,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind143",30,180,30,14,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind153",30,180,30,18,2,0,0,0,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind163",30,180,30,10,0,0,0,1,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind173",30,180,30,19,2,0,0,1,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind183",30,180,30,13,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind193",30,180,30,13,3,0,0,0,0,0,20,3,2,"Higher Clearance","3","3","no"
"ind203",30,180,30,16,0,0,0,0,5,10,20,10,8,"Higher Clearance","3","3","no"
"ind215",30,180,29,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind223",30,180,30,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind233",30,180,30,19,0,0,0,0,2,19,20,19,17,"Higher Clearance","3","3","no"
"ind243",30,180,30,12,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind253",30,180,29,14,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind263",30,180,30,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind273",30,180,30,17,3,0,0,1,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind283",30,180,30,12,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind293",30,180,30,11,1,0,0,0,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind303",30,180,29,13,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind315",30,180,30,15,1,0,0,1,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind323",30,180,29,21,3,0,0,0,0,0,20,3,2,"Higher Clearance","3","3","no"
"ind333",30,180,30,15,1,0,0,0,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind343",30,180,30,11,0,0,0,0,4,10,20,10,9,"Higher Clearance","3","3","no"
"ind353",30,180,29,15,4,0,0,0,0,0,20,4,4,"Higher Clearance","3","3","no"
"ind363",30,180,30,17,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind373",30,180,30,15,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind383",30,180,30,15,0,0,0,0,12,5,20,5,4,"Higher Clearance","3","3","no"
"ind393",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind403",30,180,30,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind415",30,180,30,18,4,0,0,0,0,0,20,4,3,"Higher Clearance","3","3","no"
"ind423",30,180,30,19,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind433",30,180,30,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind443",30,180,30,17,4,0,0,0,0,0,20,4,4,"Higher Clearance","3","3","no"
"ind453",30,180,30,19,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind463",30,180,28,17,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind473",30,180,30,19,2,0,0,0,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind483",30,180,29,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind493",30,180,30,15,1,0,0,0,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind503",30,180,30,13,0,0,0,0,5,9,20,9,8,"Higher Clearance","3","3","no"
"ind515",30,180,30,16,0,0,0,0,2,16,20,16,14,"Higher Clearance","3","3","no"
"ind523",30,180,30,17,0,0,0,0,3,16,20,16,14,"Higher Clearance","3","3","no"
"ind533",30,180,30,9,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind543",30,180,29,20,4,0,0,0,0,0,20,4,4,"Higher Clearance","3","3","no"
"ind553",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind563",30,180,30,15,1,0,0,0,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind573",30,180,30,14,0,0,0,0,7,6,20,6,5,"Higher Clearance","3","3","no"
"ind583",30,180,30,20,6,0,0,0,0,0,20,6,5,"Higher Clearance","3","3","no"
"ind593",30,180,30,16,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind603",30,180,30,16,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind615",30,180,30,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind623",30,180,30,16,5,0,0,0,0,0,20,5,5,"Higher Clearance","3","3","no"
"ind633",30,180,30,16,0,1,0,0,20,2,20,2,2,"Higher Clearance","3","3","no"
"ind643",30,180,29,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind653",30,180,30,12,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind663",30,180,29,9,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind673",30,180,30,12,2,0,0,1,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind683",30,180,30,12,1,0,0,1,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind693",30,180,30,12,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind703",30,180,30,17,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind715",30,180,29,10,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind723",30,180,30,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind733",30,180,30,17,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind743",30,180,30,15,0,0,0,0,11,4,20,4,3,"Higher Clearance","3","3","no"
"ind753",30,180,29,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind763",30,180,30,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind773",30,180,30,14,2,0,0,2,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind783",30,180,29,13,1,0,0,1,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind793",30,180,30,11,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind803",30,180,30,16,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind815",30,180,30,14,2,0,0,1,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind823",30,180,30,15,0,0,0,0,13,8,20,8,7,"Higher Clearance","3","3","no"
"ind833",30,180,30,17,0,0,0,0,11,8,20,8,8,"Higher Clearance","3","3","no"
"ind843",30,180,30,18,1,0,0,0,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind853",30,180,29,20,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind863",30,180,30,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind873",30,180,30,17,0,0,0,1,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind883",30,180,30,19,6,0,0,0,0,0,20,6,6,"Higher Clearance","3","3","no"
"ind893",30,180,29,17,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind903",30,180,29,14,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind915",30,180,30,16,0,0,0,0,2,16,20,16,16,"Higher Clearance","3","3","no"
"ind923",30,180,29,13,3,0,0,0,0,0,20,3,1,"Higher Clearance","3","3","no"
"ind933",30,180,29,16,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind943",30,180,30,13,1,0,0,0,0,0,20,1,1,"Higher Clearance","3","3","no"
"ind953",30,180,29,13,4,0,0,1,0,0,20,4,4,"Higher Clearance","3","3","no"
"ind963",30,180,29,14,3,0,0,0,0,0,20,3,3,"Higher Clearance","3","3","no"
"ind973",30,180,29,10,2,0,0,0,0,0,20,2,1,"Higher Clearance","3","3","no"
"ind983",30,180,29,13,0,0,0,0,0,0,20,0,0,"Higher Clearance","3","3","no"
"ind993",30,180,30,15,2,0,0,0,0,0,20,2,2,"Higher Clearance","3","3","no"
"ind1003",30,180,29,11,1,0,0,1,0,0,20,1,0,"Higher Clearance","3","3","no"
"ind1102",30,180,30,14,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","3","3","no"
"ind2102",30,180,30,15,12,0,0,0,0,0,20,12,10,"Higher Infection Resistance","3","3","no"
"ind3102",30,180,30,18,13,0,0,0,0,0,20,13,10,"Higher Infection Resistance","3","3","no"
"ind4102",30,180,30,17,0,0,0,0,5,17,20,17,16,"Higher Infection Resistance","3","3","no"
"ind5102",30,180,30,12,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","3","3","no"
"ind6102",30,180,30,15,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","3","3","no"
"ind7102",30,180,30,16,11,0,0,1,0,0,20,11,9,"Higher Infection Resistance","3","3","no"
"ind8102",30,180,29,13,11,0,0,0,0,0,20,11,9,"Higher Infection Resistance","3","3","no"
"ind9102",30,180,30,13,0,1,0,0,20,12,20,12,11,"Higher Infection Resistance","3","3","no"
"ind1012",30,180,30,14,13,0,0,0,0,0,20,13,9,"Higher Infection Resistance","3","3","no"
"ind1112",30,180,29,14,13,0,0,0,0,0,20,13,12,"Higher Infection Resistance","3","3","no"
"ind1212",30,180,30,14,9,0,0,2,0,0,20,9,9,"Higher Infection Resistance","3","3","no"
"ind1312",30,180,29,18,14,0,0,0,0,0,20,14,14,"Higher Infection Resistance","3","3","no"
"ind1412",30,180,30,19,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","3","3","no"
"ind1512",30,180,30,14,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","3","3","no"
"ind1612",30,180,30,14,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","3","3","no"
"ind1712",30,180,30,10,10,0,0,0,0,0,20,10,9,"Higher Infection Resistance","3","3","no"
"ind1812",30,180,30,18,17,0,0,0,0,0,20,17,16,"Higher Infection Resistance","3","3","no"
"ind1912",30,180,30,12,8,0,0,0,0,0,20,8,7,"Higher Infection Resistance","3","3","no"
"ind2012",30,180,30,17,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","3","3","no"
"ind2112",30,180,29,15,13,0,0,0,0,0,20,13,10,"Higher Infection Resistance","3","3","no"
"ind2212",30,180,30,19,13,0,0,0,0,0,20,13,11,"Higher Infection Resistance","3","3","no"
"ind2312",30,180,29,14,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","3","3","no"
"ind2412",30,180,30,13,10,0,0,0,0,0,20,10,10,"Higher Infection Resistance","3","3","no"
"ind2512",30,180,29,18,16,0,0,0,0,0,20,16,14,"Higher Infection Resistance","3","3","no"
"ind2612",30,180,30,19,18,0,0,0,0,0,20,18,18,"Higher Infection Resistance","3","3","no"
"ind2712",30,180,30,13,10,0,0,1,0,0,20,10,9,"Higher Infection Resistance","3","3","no"
"ind2812",30,180,30,15,11,0,0,1,0,0,20,11,10,"Higher Infection Resistance","3","3","no"
"ind2912",30,180,30,12,7,0,0,0,0,0,20,7,7,"Higher Infection Resistance","3","3","no"
"ind3012",30,180,30,13,9,0,0,0,0,0,20,9,8,"Higher Infection Resistance","3","3","no"
"ind3112",30,180,30,17,0,0,0,0,8,16,20,16,15,"Higher Infection Resistance","3","3","no"
"ind3212",30,180,30,15,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","3","3","no"
"ind3312",30,180,29,18,0,0,0,0,4,18,20,18,17,"Higher Infection Resistance","3","3","no"
"ind3412",30,180,28,14,12,0,0,0,0,0,20,12,10,"Higher Infection Resistance","3","3","no"
"ind3512",30,180,30,16,14,0,0,0,0,0,20,14,12,"Higher Infection Resistance","3","3","no"
"ind3612",30,180,30,15,13,0,0,1,0,0,20,13,12,"Higher Infection Resistance","3","3","no"
"ind3712",30,180,30,15,13,0,0,0,0,0,20,13,13,"Higher Infection Resistance","3","3","no"
"ind3812",30,180,30,11,8,0,0,0,0,0,20,8,6,"Higher Infection Resistance","3","3","no"
"ind3912",30,180,30,10,7,0,0,0,0,0,20,7,6,"Higher Infection Resistance","3","3","no"
"ind4012",30,180,29,17,15,0,0,0,0,0,20,15,14,"Higher Infection Resistance","3","3","no"
"ind4112",30,180,29,14,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","3","3","no"
"ind4212",30,180,30,12,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","3","3","no"
"ind4312",30,180,30,14,0,0,0,0,11,12,20,12,11,"Higher Infection Resistance","3","3","no"
"ind4412",30,180,30,15,15,0,0,0,0,0,20,15,13,"Higher Infection Resistance","3","3","no"
"ind4512",30,180,30,13,8,0,0,1,0,0,20,8,7,"Higher Infection Resistance","3","3","no"
"ind4612",30,180,29,15,11,0,0,0,0,0,20,11,11,"Higher Infection Resistance","3","3","no"
"ind4712",30,180,30,11,10,0,0,0,0,0,20,10,7,"Higher Infection Resistance","3","3","no"
"ind4812",30,180,29,12,12,0,0,0,0,0,20,12,11,"Higher Infection Resistance","3","3","no"
"ind4912",30,180,30,16,11,0,0,0,0,0,20,11,7,"Higher Infection Resistance","3","3","no"
"ind5012",30,180,29,17,16,0,0,0,0,0,20,16,15,"Higher Infection Resistance","3","3","no"
"ind5112",30,180,29,18,15,0,0,1,0,0,20,15,15,"Higher Infection Resistance","3","3","no"
"ind5212",30,180,30,14,14,0,0,0,0,0,20,14,11,"Higher Infection Resistance","3","3","no"
"ind5312",30,180,30,16,14,0,0,1,0,0,20,14,12,"Higher Infection Resistance","3","3","no"
"ind5412",30,180,30,13,11,0,0,0,0,0,20,11,10,"Higher Infection Resistance","3","3","no"
"ind5512",30,180,30,17,0,0,0,0,8,16,20,16,11,"Higher Infection Resistance","3","3","no"
"ind5612",30,180,30,20,0,0,0,0,12,19,20,19,17,"Higher Infection Resistance","3","3","no"
"ind5712",30,180,30,17,0,0,0,0,15,17,20,17,16,"Higher Infection Resistance","3","3","no"
