"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","samplingday"
"ind1316",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","7","7","Day1"
"ind1416",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","7","7","Day1"
"ind1516",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","7","7","Day1"
"ind1616",30,180,29,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","7","7","Day1"
"ind1716",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","7","7","Day1"
"ind1816",30,180,29,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","7","7","Day1"
"ind1916",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","7","7","Day1"
"ind2016",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","7","7","Day1"
"ind129",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","8","8","Day1"
"ind28",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Clearance","8","8","Day1"
"ind38",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","8","8","Day1"
"ind48",30,180,29,23,23,0,0,0,0,0,1,23,23,"Higher Clearance","8","8","Day1"
"ind58",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","8","8","Day1"
"ind68",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","8","8","Day1"
"ind78",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Clearance","8","8","Day1"
"ind88",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Clearance","8","8","Day1"
"ind98",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Clearance","8","8","Day1"
"ind108",30,180,30,27,27,0,0,0,0,0,1,27,23,"Higher Clearance","8","8","Day1"
"ind1118",30,180,29,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","8","8","Day1"
"ind1210",30,180,30,23,23,0,0,0,0,0,1,23,20,"Higher Clearance","8","8","Day1"
"ind138",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","8","8","Day1"
"ind148",30,180,30,17,17,0,0,0,0,0,1,17,12,"Higher Clearance","8","8","Day1"
"ind158",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","8","8","Day1"
"ind168",30,180,30,19,19,0,0,0,0,0,1,19,15,"Higher Clearance","8","8","Day1"
"ind178",30,180,30,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","8","8","Day1"
"ind188",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","8","8","Day1"
"ind198",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","8","8","Day1"
"ind208",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","8","8","Day1"
"ind1107",30,180,30,14,14,0,0,0,0,0,1,14,10,"Higher Infection Resistance","8","8","Day1"
"ind217",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","8","8","Day1"
"ind317",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","8","8","Day1"
"ind417",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","8","8","Day1"
"ind517",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","8","8","Day1"
"ind617",30,180,30,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","8","8","Day1"
"ind717",30,180,29,12,12,0,0,0,0,0,1,12,9,"Higher Infection Resistance","8","8","Day1"
"ind817",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","8","8","Day1"
"ind917",30,180,28,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","8","8","Day1"
"ind1017",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","8","8","Day1"
"ind1119",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Infection Resistance","8","8","Day1"
"ind1217",30,180,30,12,12,0,0,0,0,0,1,12,12,"Higher Infection Resistance","8","8","Day1"
"ind1317",30,180,30,9,9,0,0,0,0,0,1,9,8,"Higher Infection Resistance","8","8","Day1"
"ind1417",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","8","8","Day1"
"ind1517",30,180,26,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","8","8","Day1"
"ind1617",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","8","8","Day1"
"ind1717",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","8","8","Day1"
"ind1817",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","8","8","Day1"
"ind1917",30,180,29,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","8","8","Day1"
"ind2017",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","8","8","Day1"
"ind130",30,180,29,17,17,0,0,0,0,0,1,17,13,"Higher Clearance","9","9","Day1"
"ind29",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","9","9","Day1"
"ind39",30,180,30,19,19,0,0,0,0,0,1,19,15,"Higher Clearance","9","9","Day1"
"ind49",30,180,30,22,22,0,0,0,0,0,1,22,17,"Higher Clearance","9","9","Day1"
"ind59",30,180,29,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","9","9","Day1"
"ind69",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","9","9","Day1"
"ind79",30,180,30,18,18,0,0,0,0,0,1,18,14,"Higher Clearance","9","9","Day1"
"ind89",30,180,29,13,13,0,0,0,0,0,1,13,11,"Higher Clearance","9","9","Day1"
"ind99",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","9","9","Day1"
"ind109",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","9","9","Day1"
"ind1120",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","9","9","Day1"
"ind1218",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","9","9","Day1"
"ind139",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","9","9","Day1"
"ind149",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","9","9","Day1"
"ind159",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","9","9","Day1"
"ind169",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","9","9","Day1"
"ind179",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","9","9","Day1"
"ind189",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","9","9","Day1"
"ind199",30,180,29,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","9","9","Day1"
"ind209",30,180,28,18,18,0,0,0,0,0,1,18,14,"Higher Clearance","9","9","Day1"
"ind1108",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","9","9","Day1"
"ind218",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","9","9","Day1"
"ind318",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","9","9","Day1"
"ind418",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","9","9","Day1"
"ind518",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Infection Resistance","9","9","Day1"
"ind618",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","9","9","Day1"
"ind718",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","9","9","Day1"
"ind818",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","9","9","Day1"
"ind918",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","9","9","Day1"
"ind1018",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","9","9","Day1"
"ind11110",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","9","9","Day1"
"ind1219",30,180,30,11,11,0,0,0,0,0,1,11,7,"Higher Infection Resistance","9","9","Day1"
"ind1318",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","9","9","Day1"
"ind1418",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","9","9","Day1"
"ind1518",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Infection Resistance","9","9","Day1"
"ind1618",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","9","9","Day1"
"ind1718",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","9","9","Day1"
"ind1818",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","9","9","Day1"
"ind1918",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","9","9","Day1"
"ind2018",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","9","9","Day1"
"ind140",30,180,28,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","10","10","Day1"
"ind210",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","10","10","Day1"
"ind310",30,180,29,18,18,0,0,0,0,0,1,18,14,"Higher Clearance","10","10","Day1"
"ind410",30,180,29,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","10","10","Day1"
"ind510",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","10","10","Day1"
"ind610",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","10","10","Day1"
"ind710",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","10","10","Day1"
"ind810",30,180,30,19,19,0,0,0,0,0,1,19,19,"Higher Clearance","10","10","Day1"
"ind910",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","10","10","Day1"
"ind1010",30,180,30,21,21,0,0,0,0,0,1,21,18,"Higher Clearance","10","10","Day1"
"ind1121",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","10","10","Day1"
"ind1220",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Clearance","10","10","Day1"
"ind1310",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","10","10","Day1"
"ind1410",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","10","10","Day1"
"ind1510",30,180,30,21,21,0,0,0,0,0,1,21,21,"Higher Clearance","10","10","Day1"
"ind1610",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","10","10","Day1"
"ind1710",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","10","10","Day1"
"ind1810",30,180,30,18,18,0,0,0,0,0,1,18,13,"Higher Clearance","10","10","Day1"
"ind1910",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","10","10","Day1"
"ind2010",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","10","10","Day1"
"ind1109",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Infection Resistance","10","10","Day1"
"ind219",30,180,28,14,14,0,0,0,0,0,1,14,11,"Higher Infection Resistance","10","10","Day1"
"ind319",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","10","10","Day1"
"ind419",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Infection Resistance","10","10","Day1"
"ind519",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Infection Resistance","10","10","Day1"
"ind619",30,180,29,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","10","10","Day1"
"ind719",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","10","10","Day1"
"ind819",30,180,28,12,12,0,0,0,0,0,1,12,11,"Higher Infection Resistance","10","10","Day1"
"ind919",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","10","10","Day1"
"ind1019",30,180,29,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","10","10","Day1"
"ind11111",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","10","10","Day1"
"ind12110",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","10","10","Day1"
"ind1319",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","10","10","Day1"
"ind1419",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","10","10","Day1"
"ind1519",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","10","10","Day1"
"ind1619",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","10","10","Day1"
"ind1719",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","10","10","Day1"
"ind1819",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Infection Resistance","10","10","Day1"
"ind1919",30,180,28,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","10","10","Day1"
"ind2019",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Infection Resistance","10","10","Day1"
"ind150",30,180,30,23,23,0,0,0,0,0,1,23,23,"Higher Clearance","11","11","Day1"
"ind220",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","11","11","Day1"
"ind320",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","11","11","Day1"
"ind420",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","11","11","Day1"
"ind520",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","11","11","Day1"
"ind620",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","11","11","Day1"
"ind720",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","11","11","Day1"
"ind820",30,180,29,23,23,0,0,0,0,0,1,23,21,"Higher Clearance","11","11","Day1"
"ind920",30,180,30,20,20,0,0,0,0,0,1,20,13,"Higher Clearance","11","11","Day1"
"ind1020",30,180,30,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","11","11","Day1"
"ind1122",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","11","11","Day1"
"ind1221",30,180,30,24,24,0,0,0,0,0,1,24,22,"Higher Clearance","11","11","Day1"
"ind1320",30,180,29,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","11","11","Day1"
"ind1420",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","11","11","Day1"
"ind1520",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","11","11","Day1"
"ind1620",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","11","11","Day1"
"ind1720",30,180,30,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","11","11","Day1"
"ind1820",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","11","11","Day1"
"ind1920",30,180,30,24,24,0,0,0,0,0,1,24,19,"Higher Clearance","11","11","Day1"
"ind2020",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","11","11","Day1"
"ind11010",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Infection Resistance","11","11","Day1"
"ind2110",30,180,30,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","11","11","Day1"
"ind3110",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","11","11","Day1"
"ind4110",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","11","11","Day1"
"ind5110",30,180,30,14,14,0,0,0,0,0,1,14,11,"Higher Infection Resistance","11","11","Day1"
"ind6110",30,180,29,18,18,0,0,0,0,0,1,18,17,"Higher Infection Resistance","11","11","Day1"
"ind7110",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","11","11","Day1"
"ind8110",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","11","11","Day1"
"ind9110",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","11","11","Day1"
"ind10110",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","11","11","Day1"
"ind11112",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","11","11","Day1"
"ind12111",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","11","11","Day1"
"ind13110",30,180,29,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","11","11","Day1"
"ind14110",30,180,29,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","11","11","Day1"
"ind15110",30,180,30,12,12,0,0,0,0,0,1,12,10,"Higher Infection Resistance","11","11","Day1"
"ind16110",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Infection Resistance","11","11","Day1"
"ind17110",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","11","11","Day1"
"ind18110",30,180,29,13,13,0,0,0,0,0,1,13,10,"Higher Infection Resistance","11","11","Day1"
"ind19110",30,180,29,10,10,0,0,0,0,0,1,10,8,"Higher Infection Resistance","11","11","Day1"
"ind20110",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","11","11","Day1"
"ind160",30,180,29,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","12","12","Day1"
"ind221",30,180,30,19,19,0,0,0,0,0,1,19,14,"Higher Clearance","12","12","Day1"
"ind321",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","12","12","Day1"
"ind421",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","12","12","Day1"
"ind521",30,180,30,24,24,0,0,0,0,0,1,24,20,"Higher Clearance","12","12","Day1"
"ind621",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","12","12","Day1"
"ind721",30,180,29,19,19,0,0,0,0,0,1,19,16,"Higher Clearance","12","12","Day1"
"ind821",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","12","12","Day1"
"ind921",30,180,30,18,18,0,0,0,0,0,1,18,17,"Higher Clearance","12","12","Day1"
"ind1021",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","12","12","Day1"
"ind1123",30,180,29,16,16,0,0,0,0,0,1,16,15,"Higher Clearance","12","12","Day1"
"ind1222",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Clearance","12","12","Day1"
"ind1321",30,180,29,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","12","12","Day1"
"ind1421",30,180,30,22,22,0,0,0,0,0,1,22,19,"Higher Clearance","12","12","Day1"
"ind1521",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","12","12","Day1"
"ind1621",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Clearance","12","12","Day1"
"ind1721",30,180,30,19,19,0,0,0,0,0,1,19,17,"Higher Clearance","12","12","Day1"
"ind1821",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","12","12","Day1"
"ind1921",30,180,29,20,20,0,0,0,0,0,1,20,18,"Higher Clearance","12","12","Day1"
"ind2021",30,180,30,23,23,0,0,0,0,0,1,23,22,"Higher Clearance","12","12","Day1"
"ind11011",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","12","12","Day1"
"ind2111",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","12","12","Day1"
"ind3111",30,180,29,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","12","12","Day1"
"ind4111",30,180,30,18,18,0,0,0,0,0,1,18,15,"Higher Infection Resistance","12","12","Day1"
"ind5111",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Infection Resistance","12","12","Day1"
"ind6111",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","12","12","Day1"
"ind7111",30,180,30,14,14,0,0,0,0,0,1,14,12,"Higher Infection Resistance","12","12","Day1"
"ind8111",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Infection Resistance","12","12","Day1"
"ind9111",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Infection Resistance","12","12","Day1"
"ind10111",30,180,30,19,19,0,0,0,0,0,1,19,18,"Higher Infection Resistance","12","12","Day1"
"ind11113",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","12","12","Day1"
"ind12112",30,180,30,12,12,0,0,0,0,0,1,12,11,"Higher Infection Resistance","12","12","Day1"
"ind13111",30,180,30,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","12","12","Day1"
"ind14111",30,180,30,10,10,0,0,0,0,0,1,10,10,"Higher Infection Resistance","12","12","Day1"
"ind15111",30,180,30,10,10,0,0,0,0,0,1,10,9,"Higher Infection Resistance","12","12","Day1"
"ind16111",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","12","12","Day1"
"ind17111",30,180,29,13,13,0,0,0,0,0,1,13,13,"Higher Infection Resistance","12","12","Day1"
"ind18111",30,180,30,9,9,0,0,0,0,0,1,9,7,"Higher Infection Resistance","12","12","Day1"
"ind19111",30,180,30,13,13,0,0,0,0,0,1,13,12,"Higher Infection Resistance","12","12","Day1"
"ind20111",30,180,29,16,16,0,0,0,0,0,1,16,16,"Higher Infection Resistance","12","12","Day1"
"ind170",30,180,29,20,20,0,0,0,0,0,1,20,20,"Higher Clearance","13","13","Day1"
"ind222",30,180,30,18,18,0,0,0,0,0,1,18,18,"Higher Clearance","13","13","Day1"
"ind322",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","13","13","Day1"
"ind422",30,180,30,15,15,0,0,0,0,0,1,15,13,"Higher Clearance","13","13","Day1"
"ind522",30,180,30,17,17,0,0,0,0,0,1,17,14,"Higher Clearance","13","13","Day1"
"ind622",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","13","13","Day1"
"ind722",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","13","13","Day1"
"ind822",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","13","13","Day1"
"ind922",30,180,30,23,23,0,0,0,0,0,1,23,21,"Higher Clearance","13","13","Day1"
"ind1022",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","13","13","Day1"
"ind1124",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Clearance","13","13","Day1"
"ind1223",30,180,29,18,18,0,0,0,0,0,1,18,15,"Higher Clearance","13","13","Day1"
"ind1322",30,180,29,19,19,0,0,0,0,0,1,19,19,"Higher Clearance","13","13","Day1"
"ind1422",30,180,30,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","13","13","Day1"
"ind1522",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","13","13","Day1"
"ind1622",30,180,29,13,13,0,0,0,0,0,1,13,10,"Higher Clearance","13","13","Day1"
"ind1722",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Clearance","13","13","Day1"
"ind1822",30,180,30,23,23,0,0,0,0,0,1,23,20,"Higher Clearance","13","13","Day1"
"ind1922",30,180,30,15,15,0,0,0,0,0,1,15,14,"Higher Clearance","13","13","Day1"
"ind2022",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Clearance","13","13","Day1"
"ind11012",30,180,30,18,18,0,0,0,0,0,1,18,16,"Higher Infection Resistance","13","13","Day1"
"ind2112",30,180,30,11,11,0,0,0,0,0,1,11,8,"Higher Infection Resistance","13","13","Day1"
"ind3112",30,180,30,21,21,0,0,0,0,0,1,21,20,"Higher Infection Resistance","13","13","Day1"
"ind4112",30,180,30,16,16,0,0,0,0,0,1,16,13,"Higher Infection Resistance","13","13","Day1"
"ind5112",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","13","13","Day1"
"ind6112",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Infection Resistance","13","13","Day1"
"ind7112",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","13","13","Day1"
"ind8112",30,180,29,11,11,0,0,0,0,0,1,11,11,"Higher Infection Resistance","13","13","Day1"
"ind9112",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Infection Resistance","13","13","Day1"
"ind10112",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","13","13","Day1"
"ind11114",30,180,30,17,17,0,0,0,0,0,1,17,13,"Higher Infection Resistance","13","13","Day1"
"ind12113",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Infection Resistance","13","13","Day1"
"ind13112",30,180,30,14,14,0,0,0,0,0,1,14,13,"Higher Infection Resistance","13","13","Day1"
"ind14112",30,180,29,19,19,0,0,0,0,0,1,19,14,"Higher Infection Resistance","13","13","Day1"
"ind15112",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Infection Resistance","13","13","Day1"
"ind16112",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","13","13","Day1"
"ind17112",30,180,28,11,11,0,0,0,0,0,1,11,10,"Higher Infection Resistance","13","13","Day1"
"ind18112",30,180,30,15,15,0,0,0,0,0,1,15,12,"Higher Infection Resistance","13","13","Day1"
"ind19112",30,180,30,13,13,0,0,0,0,0,1,13,11,"Higher Infection Resistance","13","13","Day1"
"ind20112",30,180,30,15,15,0,0,0,0,0,1,15,15,"Higher Infection Resistance","13","13","Day1"
"ind180",30,180,30,16,16,0,0,0,0,0,1,16,14,"Higher Clearance","14","14","Day1"
"ind223",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","14","14","Day1"
"ind323",30,180,30,21,21,0,0,0,0,0,1,21,19,"Higher Clearance","14","14","Day1"
"ind423",30,180,30,14,14,0,0,0,0,0,1,14,11,"Higher Clearance","14","14","Day1"
"ind523",30,180,30,17,17,0,0,0,0,0,1,17,17,"Higher Clearance","14","14","Day1"
"ind623",30,180,30,20,20,0,0,0,0,0,1,20,17,"Higher Clearance","14","14","Day1"
"ind723",30,180,30,17,17,0,0,0,0,0,1,17,15,"Higher Clearance","14","14","Day1"
"ind823",30,180,30,17,17,0,0,0,0,0,1,17,16,"Higher Clearance","14","14","Day1"
"ind923",30,180,29,20,20,0,0,0,0,0,1,20,19,"Higher Clearance","14","14","Day1"
"ind1023",30,180,30,22,22,0,0,0,0,0,1,22,20,"Higher Clearance","14","14","Day1"
"ind1125",30,180,30,14,14,0,0,0,0,0,1,14,14,"Higher Clearance","14","14","Day1"
